 ,res_age_isrvy,education_cat,ethnicity,gender,household_head,household_size,house_type,marital_status,msa_status,cur_emplyment_status,glb_known_friend,political_party_cat,evangelical_or_born_again,religion,either_internet_adjusted,same_sex_couple,relationship_quality,coresident,same_school,growup_same_city,gender_attraction,same_college,US_raised,how_long_ago_first_met_cat,respondent_race,partner_race,met_through_friends,met_through_family,met_through_as_neighbors,met_through_as_coworkers,married,parental_approval,household_indollar,children_in_hh,distancemoved_10mi,how_long_ago_first_romantic,how_long_ago_first_cohab,how_long_relationship,age_difference,respondent_yrsed,partner_yrsed,partner_mom_yrsed,total_marriage,respondent_mom_yrsed,q8a,q8b,q9,q12,q13a,q13b,q16,q18a_1,q18a_2,q18a_3,q21a,q21b,q21c,q21d,q21e,q23,q30,q31_1,q31_2,q31_3,q31_4,q31_5,q31_6,q31_7,q31_8,q31_9,q31_other_text_entered,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q33_7,q33_other_text_entered,q24_met_online,summary_q24_total,q24_R_cowork,q24_R_friend,q24_R_family,q24_R_sig_other,q24_R_neighbor,q24_P_cowork,q24_P_friend,q24_P_family,q24_P_sig_other,q24_P_neighbor,q24_btwn_I_cowork,q24_btwn_I_friend,q24_btwn_I_family,q24_btwn_I_sig_other,q24_btwn_I_neighbor,q24_school,q24_college,q24_military,q24_church,q24_vol_org,q24_customer,q24_bar_restaurant,q24_internet_dating,q24_internet_social_networking,q24_internet_game,q24_internet_chat,q24_internet_community,q24_internet_other,q24_public,q24_private_party,q24_blind_date,q24_vacation,q24_singles_service_non_internet,q24_business_trip,q24_work_neighbor,q24_fam_sister_active,q24_fam_brother_active,q24_fam_mother_active,q24_fam_father_active,q24_fam_other_active,q24_fam_cousins_active,q24_fam_aunt_niece_active,q24_fam_uncle_nephew_active,q24_fam_grandmother_active,q24_fam_grandfather_active,q24_fam_sister_passive,q24_fam_brother_passive,q24_fam_mother_passive,q24_fam_father_passive,q24_fam_other_passive,q24_fam_cousins_passive,q24_fam_aunt_niece_passive,q24_fam_uncle_nephew_passive,q24_fam_grandmother_passive,q24_fam_grandfather_passive,q24_fam_female,q24_fam_male,together_or_not
1079255,25,4,1,1,0,2,1,5,1,1,2,3,2,3,0,0,5,0,2,2,1,1,1,2,1,1,0,0,0,0,0,1,200000,0,60,3,,2.5,1,17,16,14,,17,2,3,24,3,1,,4,0,0,1,22,22,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1080831,83,4,1,2,1,2,3,1,1,5,4,1,2,2,0,0,5,1,2,2,1,2,1,7,1,1,0,1,0,0,1,,55000,0,390,55,54,55,1,16,16,12,2,14,1,,82,1,1,,0,,,,28,28,29,29,,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1081505,50,3,1,1,1,1,1,5,1,1,4,1,2,1,,,,,,,,,,,1,,,,,,0,,22250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1082842,84,4,1,1,1,1,1,2,1,5,3,1,1,2,,,,,,,,,,,1,,,,,,0,,22250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1083446,44,4,1,2,1,2,1,6,1,1,1,3,2,2,0,1,5,1,2,2,5,2,1,5,1,1,0,0,0,1,0,1,112250,0,10,17,14,17,6,16,16,10,,12,1,,50,2,1,,2,0,0,1,27,27,30,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1084706,70,4,1,1,1,2,1,6,1,5,3,3,2,13,0,1,5,1,2,2,5,2,1,5,1,1,0,0,0,0,0,,67250,0,780,16,16,16,26,16,16,12,,12,2,2,44,2,2,2,0,0,1,0,54,54,54,,64,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085626,62,4,1,1,1,2,1,6,1,1,1,3,2,2,0,1,4,1,2,2,5,2,1,6,1,1,0,0,0,0,0,,162250,0,510,5,4,5,13,17,17,12,,16,1,,49,2,1,,1,0,0,1,40,57,58,,,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1087551,55,2,1,2,1,2,1,1,0,1,5,3,2,3,0,0,5,1,2,2,1,,1,7,1,1,0,0,0,0,1,1,92250,0,170,35,35,35,2,12,13,12,1,10,1,,57,2,1,,4,,,,20,20,20,21,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088515,51,2,1,1,1,1,1,5,0,1,1,1,2,3,,,,,,,,,,,1,,,,,,0,,32250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1089563,56,2,2,2,1,1,1,3,1,5,4,3,2,1,,,,,,,,,,,2,,,,,,0,,27250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1090535,53,4,1,2,1,1,1,5,1,2,3,3,2,5,0,1,5,0,2,2,5,2,1,2,1,1,0,0,0,0,0,1,80000,0,270,2,,4,2,20,17,12,,13,2,3,51,2,1,,0,0,0,1,50,51,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1091712,71,4,1,1,1,1,1,2,1,5,1,3,2,3,0,0,5,0,2,2,1,2,1,7,1,1,1,0,0,0,0,,17250,0,20,3,,4,7,16,17,12,,16,1,,64,2,1,,1,0,0,1,40,68,,,,3,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092291,29,4,5,2,1,3,1,1,1,1,1,3,2,1,0,0,5,1,2,2,1,2,1,3,1,1,1,1,0,0,1,1,67250,1,180,7,7,7,1,16,13,14,1,12,1,,30,3,1,,15,,,,22,22,22,22,,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1094453,45,2,2,2,1,1,1,3,1,6,5,3,1,1,0,0,4,0,2,2,1,,1,5,2,2,0,0,0,1,0,1,8750,0,0,18,15,18,5,12,12,12,,5.5,1,,40,2,1,,2,0,0,1,27,27,30,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095573,57,3,1,1,1,1,3,3,1,6,1,3,2,13,,,,,,,,,,,1,,,,,,0,,2500,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1096341,34,3,1,1,1,4,1,1,1,7,3,1,2,2,1,0,5,1,2,2,1,2,1,3,1,1,0,0,0,0,1,1,55000,2,710,10,7,10,4,13,14,,1,17,2,3,38,5,1,,6,,,,24,24,27,27,,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097281,28,3,1,2,1,3,1,1,1,7,2,3,1,2,0,0,5,1,1,1,1,2,1,5,1,1,0,0,0,0,1,1,92250,1,0,5,5,5,1,14,13,16,1,17,2,3,29,2,2,9,20,,,,12,23,23,25,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098406,40,2,1,1,1,2,1,6,1,1,1,3,2,2,0,1,4,0,2,2,5,,1,3,1,1,0,0,0,0,0,1,45000,0,0,2,,4,10,12,12,13,,13,2,2,50,2,1,,4,1,0,0,33,38,,,38,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1101471,47,2,1,2,1,4,1,1,1,1,2,1,2,3,0,0,4,1,2,2,1,,1,6,1,1,1,1,0,0,1,1,92250,0,10,29,27,29,4,12,14,12,1,12,2,2,51,3,1,,5,,,,18,18,20,20,,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1102555,55,4,1,1,1,1,3,5,1,3,4,1,2,11,,,,,,,,,,,1,,,,,,0,,2500,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1104541,54,2,1,1,1,2,1,1,1,1,1,3,2,3,0,0,5,1,1,1,1,,1,7,1,1,1,1,0,0,1,1,67250,0,0,34,31,34,2,12,12,12,1,12,1,,52,5,2,3,1,,,,18,20,23,23,,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1106521,52,2,1,2,1,3,2,1,0,7,4,3,2,1,0,0,2,0,2,2,1,,1,7,1,1,1,1,0,0,1,1,11250,0,10,37,35,37,3,12,12,2.5,1,12,1,,55,2,1,,3,,,,15,15,17,17,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107772,77,2,4,1,1,2,1,2,0,5,1,3,1,2,,,,,,,,,,,6,,,,,,0,,80000,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1110421,42,4,1,1,1,5,1,1,1,1,4,1,2,3,0,0,5,1,1,1,1,1,1,6,1,1,1,0,0,0,1,1,112250,2,910,22,19,22,4,17,16,16,1,12,1,,38,1,1,,0,,,,19,20,23,23,,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1111291,29,3,3,2,1,4,1,1,1,4,4,3,2,3,0,0,3,1,2,2,1,,0,2,4,1,0,1,0,0,1,1,27250,0,8080,3,3,4,12,13,12,12,1,13,1,,41,2,1,,1,,,,25,26,26,26,,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115241,24,4,1,2,1,4,2,1,1,2,4,1,1,1,0,0,5,1,2,2,1,2,1,3,1,1,0,0,0,0,1,1,45000,1,150,6,3,6,3,16,13,16,1,16,1,,27,1,1,,1,,,,17,18,21,21,,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1116792,79,4,1,1,1,2,1,2,1,5,2,1,2,13,,,,,,,,,,,1,,,,,,0,,67250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1117535,53,3,5,1,0,1,3,5,1,1,3,3,2,2,,,,,,,,,,,1,,,,,,0,,22250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1120295,29,3,4,2,1,2,3,5,1,1,3,3,1,11,,,,,,,,,,,6,,,,,,0,,8750,1,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1121235,23,3,1,2,0,3,1,5,1,1,1,3,2,3,0,0,4,0,2,1,1,2,1,2,1,1,1,0,0,0,0,0,112250,0,0,0,,0.75,11,14,16,13,,13,1,,34,2,1,,9,0,0,1,19,23,,,,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122591,59,2,1,1,1,2,1,1,0,5,4,3,2,13,,,,,,,,,,,1,,,,,,0,,37250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1126643,64,3,1,2,1,1,1,3,1,5,3,1,1,1,,,,,,,,,,,1,,,,,,0,,17250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1128705,70,3,1,1,1,1,1,5,0,5,1,1,2,1,,,,,,,,,,,1,,,,,,0,,11250,0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1129655,65,4,1,1,1,1,3,5,1,1,4,1,2,2,,,,,,,,,,,1,,,,,,0,,112250,0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1130254,25,2,1,2,0,5,1,4,1,1,1,1,2,1,1,0,3,0,2,2,2,,1,3,1,1,0,0,0,0,1,1,32250,3,1560,8,5,8,2,12,12,16,1,13,1,,27,5,1,,5,,,,15,17,20,20,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132733,73,3,5,1,1,1,3,3,1,5,3,3,2,12,,,,,,,,,,,1,,,,,,0,,8750,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1134571,57,4,1,2,1,2,2,1,1,4,3,3,1,2,0,1,5,1,2,2,4,1,1,7,1,1,0,0,0,0,1,1,92250,0,160,38,36,38,1,20,16,14,1,17,1,,56,2,1,,3,0,0,1,19,19,21,21,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1139294,29,4,1,2,1,4,3,4,1,1,3,3,2,2,,,,,,,,,,,1,,,,,,0,,67250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1140623,62,1,4,2,1,2,3,3,1,6,2,1,2,13,0,0,5,0,2,2,1,,1,2,6,1,0,0,0,0,0,,37250,0,170,3,,4,4,11,13,12,,12,1,,58,5,1,,0,0,0,1,59,59,,,,3,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142643,64,2,1,1,0,1,1,3,0,1,1,2,2,3,,,,,,,,,,,1,,,,,,0,,27250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1145473,47,3,1,2,0,4,4,3,1,6,3,3,2,3,0,0,4,1,2,2,2,2,1,1,1,1,0,0,0,0,0,1,13750,0,10,1,0,4,1,13,13,12,,12,1,,46,1,1,,5,0,0,1,45,46,47,,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148571,57,3,1,1,1,4,1,1,1,1,4,3,2,3,0,0,3,1,2,2,1,2,1,4,1,1,1,0,0,0,1,,80000,2,60,12,11,12,7,13,16,20,1,7.5,1,,50,2,1,,2,,,,45,45,46,47,,1,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149591,59,4,1,2,1,2,1,1,1,1,4,3,1,2,0,0,3,1,2,2,1,1,1,7,1,1,0,1,1,0,1,1,92250,0,10,44,39,44,1,17,13,12,1,9,1,,60,2,1,,6,,,,15,15,20,20,,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1150405,40,2,4,1,1,1,4,5,1,1,4,3,2,3,,,,,,,,,,,6,,,,,,0,,22250,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1152556,55,3,1,2,1,2,2,6,1,1,1,3,2,2,0,0,5,1,2,2,2,2,1,6,1,1,0,0,0,1,0,,92250,0,1010,28,28,28,4,13,16,16,,12,1,,59,3,1,,0,0,0,1,27,27,27,,,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1153741,74,1,1,2,1,2,1,1,0,5,4,1,1,1,0,0,5,1,1,2,1,,1,7,1,1,0,1,0,0,1,,17250,0,570,55,53,55,2,11,12,7.5,1,10,1,,76,1,1,,0,,,,18,19,21,21,,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1155496,49,4,5,2,1,1,3,6,0,1,1,1,1,3,0,0,4,1,1,2,1,,1,6,1,1,1,1,0,0,0,1,137250,0,0,28,17,28,1,17,12,12,,13,1,,50,1,1,,10,0,0,1,20,21,32,,,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1156455,45,4,1,1,1,1,3,5,1,1,1,3,1,1,,,,,,,,,,,1,,,,,,0,,67250,0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1158513,51,3,1,1,1,1,1,3,1,1,1,3,2,11,,,,,,,,,,,1,,,,,,0,,32250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1161581,58,3,5,2,1,2,3,1,1,1,4,2,2,2,,,,,,,,,,,1,,,,,,0,,32250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1162493,49,4,1,1,1,1,3,3,0,1,1,3,2,13,0,0,4,0,2,2,1,2,1,2,1,1,0,0,0,1,0,1,55000,0,30,4,,4,3,16,20,16,,13,1,,52,2,2,2,20,0,0,1,44,45,,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164235,23,2,4,2,0,8,1,5,1,1,4,3,2,3,0,0,5,0,2,2,1,,1,1,6,2,0,0,0,0,0,0,45000,1,0,0,,0.75,2,12,13,13,,12,1,,25,2,1,,0,0,0,1,23,23,,,,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166341,34,4,1,1,1,2,3,1,1,1,1,3,2,2,0,0,5,1,2,2,1,1,1,4,1,1,0,0,0,0,1,1,112250,0,1320,13,9,13,3,17,17,12,1,12,1,,31,1,2,2,0,,,,21,21,25,25,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1167742,74,3,1,2,1,1,1,2,1,1,2,1,2,11,,,,,,,,,,,1,,,,,,0,,27250,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1168762,76,4,1,2,1,1,3,2,1,5,3,3,2,3,,,,,,,,,,,1,,,,,,0,,27250,0,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1172792,79,3,1,1,1,1,1,2,1,5,4,3,2,3,,,,,,,,,,,1,,,,,,0,,45000,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
