ID,Year,Month,Dengue Cases,MaxT,MinT,Rainfall
Narsingdi,2021,10,0,33.0244,25.1653,4.76713
Narsingdi,2021,11,0,29.5062,18.8241,0.138025
Narsingdi,2021,12,0,26.075,15.6772,2.02656
Netrokona,2019,1,0,26.5903,12.5226,0
Netrokona,2019,2,0,26.7893,15.4607,0.824975
Netrokona,2019,3,0,29.5581,18.5613,1.58707
Netrokona,2019,4,0,31.29,21.8533,2.97677
Netrokona,2019,5,0,31.7548,23.2129,14.8835
Netrokona,2019,6,0,31.9233,25.8966,12.3666
Netrokona,2019,7,0,31.5161,26.3012,22.5838
Netrokona,2019,8,84,32.971,26.9214,8.84846
Netrokona,2019,9,14,31.8933,25.8567,13.013
Netrokona,2019,10,4,30.5548,23.3484,6.97089
Netrokona,2019,11,1,29.65,19.5551,0.266695
Netrokona,2019,12,0,24.4065,13.5581,0.19346
Netrokona,2020,1,0,23.5331,13.2324,0.307144
Netrokona,2020,2,0,26.2519,14.5411,0
Netrokona,2020,3,0,29.926,18.4106,0.677419
Netrokona,2020,4,0,31.0171,20.7285,4.43639
Netrokona,2020,5,0,31.2294,23.3957,50.0968
Netrokona,2020,6,0,31.4809,26.0569,14.6667
Netrokona,2020,7,0,31.0607,26.392,19.9101
Netrokona,2020,8,0,32.213,26.8421,10.6129
Netrokona,2020,9,0,31.677,26.1389,19.6888
Netrokona,2020,10,0,31.971,25.4798,9.39357
Netrokona,2020,11,1,29.6581,18.5151,5.74089E-06
Netrokona,2020,12,0,25.3222,14.2342,0
Netrokona,2021,1,0,23.9801,13.2163,0.000700743
Netrokona,2021,2,0,27.8237,15.1255,0.00102056
Netrokona,2021,3,0,31.2325,19.4844,2.25453
Netrokona,2021,4,0,33.0111,22.1258,1.52635
Netrokona,2021,5,0,32.7994,23.8872,13.7616
Netrokona,2021,6,0,31.5352,25.7813,24.2934
Netrokona,2021,7,0,31.5507,26.4088,12.0771
Netrokona,2021,8,0,31.1096,26.1928,21.2405
Netrokona,2021,9,0,33.0538,26.2833,5.9703
Netrokona,2021,10,0,32.6064,24.6562,5.72909
Netrokona,2021,11,0,29.6019,17.5119,0.00112189
Netrokona,2021,12,0,26.4256,14.7515,0.332762
Pabna,2019,1,0,25.4191,12.0141,0
Pabna,2019,2,0,27.2728,14.6404,2.56457
Pabna,2019,3,0,30.8652,18.5127,1.54347
Pabna,2019,4,0,33.0902,22.7232,1.40638
Pabna,2019,5,0,34.9964,25.3907,4.97255
Pabna,2019,6,0,34.3772,26.2033,9.31751
Pabna,2019,7,6,33.4711,26.8519,9.49339
Pabna,2019,8,445,33.5567,27.154,6.22156
Pabna,2019,9,197,32.5983,26.3938,4.94129
Pabna,2019,10,59,31.2552,23.2569,6.99014
Pabna,2019,11,20,29.6652,19.0885,1.10149
Pabna,2019,12,2,24.1215,12.9463,0.107053
Pabna,2020,1,1,22.911,12.1662,0.694306
Pabna,2020,2,0,26.0536,13.5442,0.0689655
Pabna,2020,3,0,30.7677,18.5153,0.903226
Pabna,2020,4,0,33.1358,21.7334,0.823173
Pabna,2020,5,0,32.8943,23.7563,20.0968
Pabna,2020,6,0,33.59,26.3689,8.72998
Pabna,2020,7,0,33.2818,26.9849,10.9596
Pabna,2020,8,0,33.495,27.3322,4.71028
Pabna,2020,9,0,33.3645,26.8915,10.0674
Pabna,2020,10,0,33.1307,25.6116,7.18795
Pabna,2020,11,0,30.0035,18.363,0.0746913
Pabna,2020,12,0,24.8402,13.7088,0
Pabna,2021,1,0,23.4804,12.3311,0.0456388
Pabna,2021,2,0,28.4206,14.0405,0.104636
Pabna,2021,3,0,33.617,19.955,0.000211376
Pabna,2021,4,0,35.5865,23.1452,1.08864
Pabna,2021,5,0,34.2439,24.394,4.70912
Pabna,2021,6,0,33.0926,25.9152,11.3581
Pabna,2021,7,0,33.3828,26.5282,8.21367
Pabna,2021,8,0,33.3643,26.5342,14.0942
Pabna,2021,9,0,33.4283,26.3527,5.3395
Pabna,2021,10,0,33.1976,24.6517,5.64664
Pabna,2021,11,0,29.3942,17.6654,0.31072
Pabna,2021,12,0,25.9612,14.5232,1.53194
Panchagarh,2019,1,0,25.6521,8.88967,0
Panchagarh,2019,2,0,25.615,13.2645,1.05788
Panchagarh,2019,3,0,29.4959,15.6231,0.688046
Panchagarh,2019,4,0,30.4951,20.2609,5.55969
Panchagarh,2019,5,0,30.4405,22.9439,8.86595
Panchagarh,2019,6,0,32.5601,24.8699,10.3543
Panchagarh,2019,7,0,30.9133,25.6263,36.6448
Panchagarh,2019,8,39,33.6785,26.3465,8.47703
Panchagarh,2019,9,9,30.4732,24.7556,10.3528
Panchagarh,2019,10,1,30.0464,21.1364,1.78606
Panchagarh,2019,11,0,29.7102,16.4892,4.05165E-12
Panchagarh,2019,12,0,23.7265,10.2738,0
Panchagarh,2020,1,0,22.369,9.77283,0.14378
Panchagarh,2020,2,0,26.0917,11.1527,1.75862
Panchagarh,2020,3,0,29.0134,16.4433,0.225806
Panchagarh,2020,4,0,30.4611,18.8386,5.41545
Panchagarh,2020,5,0,30.9274,21.9719,29.0645
Panchagarh,2020,6,0,31.6082,25.0897,27.6199
Panchagarh,2020,7,0,30.7614,25.6079,35.3345
Panchagarh,2020,8,0,33.0371,26.2658,9.76552
Panchagarh,2020,9,0,30.1668,24.8943,38.8533
Panchagarh,2020,10,0,33.0904,23.0403,0.76076
Panchagarh,2020,11,0,29.8675,14.6718,0.000275691
Panchagarh,2020,12,0,25.3027,11.9252,0.135556
Panchagarh,2021,1,0,22.3801,10.9104,0.00379824
Panchagarh,2021,2,0,27.6952,12.1259,0.00526615
Panchagarh,2021,3,0,31.1597,17.3711,0.640891
Panchagarh,2021,4,0,32.969,20.3862,0.828117
Panchagarh,2021,5,0,31.2627,22.6936,7.32013
Panchagarh,2021,6,0,32.074,25.4293,13.922
Panchagarh,2021,7,0,32.9898,25.9253,21.0602
Panchagarh,2021,8,0,31.9941,25.9314,22.7262
Panchagarh,2021,9,0,34.056,25.3317,8.08792
Panchagarh,2021,10,0,32.2307,22.581,12.8942
Panchagarh,2021,11,0,29.837,14.9594,4.62593E-19
Panchagarh,2021,12,0,26.6786,11.551,0.120829
Patuakhali,2019,1,0,27.2853,12.757,8.59453E-11
Patuakhali,2019,2,0,29.1499,16.1014,2.80386
Patuakhali,2019,3,0,32.5092,21.3032,1.75137
Patuakhali,2019,4,0,34.4003,24.1344,1.68074
Patuakhali,2019,5,0,35.0356,26.5646,5.36126
Patuakhali,2019,6,0,33.8539,26.6863,9.76668
Patuakhali,2019,7,4,32.0734,26.5663,21.9517
Patuakhali,2019,8,424,32.306,26.603,12.4178
Patuakhali,2019,9,158,32.1857,26.0992,6.69199
Patuakhali,2019,10,79,32.2405,24.5616,4.56471
Patuakhali,2019,11,24,29.9628,20.5383,8.19713
Patuakhali,2019,12,10,26.2035,15.1923,0.307495
Patuakhali,2020,1,0,25.2663,13.6257,1.30809
Patuakhali,2020,2,0,28.1732,14.4086,0.172414
Patuakhali,2020,3,0,32.9773,20.1187,1.70968
Patuakhali,2020,4,0,33.5917,23.4536,3.94754
Patuakhali,2020,5,0,34.0088,25.2106,9.03226
Patuakhali,2020,6,0,32.3615,26.1626,17.486
Patuakhali,2020,7,0,32.3249,26.6777,17.8199
Patuakhali,2020,8,0,31.5701,26.5935,20.6596
Patuakhali,2020,9,0,32.8514,30.6951,11.6226
Patuakhali,2020,10,0,32.5452,25.6704,14.7096
Patuakhali,2020,11,0,30.0675,19.7939,0.462382
Patuakhali,2020,12,0,26.6429,14.5851,0
Patuakhali,2021,1,0,27.1871,13.8638,0.00354531
Patuakhali,2021,2,0,29.8549,15.2898,0.057938
Patuakhali,2021,3,0,34.3409,22.1326,0.199095
Patuakhali,2021,4,0,35.595,24.1647,0.131305
Patuakhali,2021,5,0,35.0366,25.7805,3.05179
Patuakhali,2021,6,0,31.856,25.7405,21.7273
Patuakhali,2021,7,0,31.8892,26.2479,27.1968
Patuakhali,2021,8,0,32.1143,26.3906,13.1471
Patuakhali,2021,9,0,32.0637,26.1299,10.987
Patuakhali,2021,10,0,32.8348,25.2812,8.11262
Patuakhali,2021,11,0,30.3048,19.503,0.0417057
Patuakhali,2021,12,0,26.7026,15.8592,1.77166
Pirojpur,2019,1,0,26.9348,11.7988,0
Pirojpur,2019,2,0,28.8486,15.2953,3.592
Pirojpur,2019,3,0,31.971,20.7067,1.82376
Pirojpur,2019,4,0,34.1926,23.7761,2.11752
Pirojpur,2019,5,0,35.2871,26.3678,3.87224
Pirojpur,2019,6,0,34.2507,26.8462,5.98184
Pirojpur,2019,7,1,32.798,26.6131,11.5233
Pirojpur,2019,8,472,32.6412,26.5048,9.48057
Pirojpur,2019,9,316,32.4129,25.9725,6.96128
Pirojpur,2019,10,279,32.0097,24.0029,5.41735
Pirojpur,2019,11,123,29.9498,19.8352,8.58986
Pirojpur,2019,12,9,25.4913,14.4979,0.40356
Pirojpur,2020,1,0,24.6881,13.3591,1.32517
Pirojpur,2020,2,0,27.5881,14.3109,0.0344828
Pirojpur,2020,3,0,32.6276,19.9162,0.16129
Pirojpur,2020,4,0,34.0883,23.5061,4.46498
Pirojpur,2020,5,0,33.8113,25.0801,7.03226
Pirojpur,2020,6,0,32.8397,26.3887,11.8621
Pirojpur,2020,7,0,32.7105,26.8277,11.306
Pirojpur,2020,8,0,32.0625,26.8222,13.4288
Pirojpur,2020,9,0,33.0814,28.5688,5.56353
Pirojpur,2020,10,0,32.6228,25.699,5.89119
Pirojpur,2020,11,0,30.3063,19.3996,0.375146
Pirojpur,2020,12,0,26.2602,14.2641,0
Pirojpur,2021,1,0,26.3118,13.693,0.0403148
Pirojpur,2021,2,0,29.5767,15.2582,0.000178671
Pirojpur,2021,3,0,34.4205,22.1018,0.00098931
Pirojpur,2021,4,0,35.8516,24.2823,0.0195915
Pirojpur,2021,5,0,34.8416,25.8061,4.08923
Pirojpur,2021,6,0,32.1814,25.9892,14.742
Pirojpur,2021,7,0,32.448,26.5995,19.2986
Pirojpur,2021,8,0,32.4819,26.5843,8.76523
Pirojpur,2021,9,0,32.348,25.9412,10.307
Pirojpur,2021,10,0,33.0267,25.1849,7.89499
Pirojpur,2021,11,0,30.0376,18.8588,0.0660852
Pirojpur,2021,12,0,26.2404,15.5704,1.93327
Rajshahi,2019,1,0,25.4581,10.4258,0
Rajshahi,2019,2,0,27.5893,13.1715,1.65124
Rajshahi,2019,3,0,32.0806,17.4516,2.97074
Rajshahi,2019,4,0,34.5299,22.9533,2.97096
Rajshahi,2019,5,0,36.1419,25.5161,4.51595
Rajshahi,2019,6,0,35.8133,26.3467,4.33352
Rajshahi,2019,7,19,34.5032,26.4774,8.19552
Rajshahi,2019,8,511,34.5225,26.9387,3.69003
Rajshahi,2019,9,198,33.4466,26.2133,7.30431
Rajshahi,2019,10,84,31.5193,23.0097,4.54821
Rajshahi,2019,11,40,29.9867,18.3033,0.103507
Rajshahi,2019,12,7,24.4193,12.4903,1.55235E-07
Rajshahi,2020,1,0,23.3092,11.4574,0.521805
Rajshahi,2020,2,0,26.6978,12.5916,0
Rajshahi,2020,3,0,31.5657,18.0511,1.06452
Rajshahi,2020,4,0,34.4598,21.6445,1.07645
Rajshahi,2020,5,0,33.7288,30.3121,12.8065
Rajshahi,2020,6,0,34.6626,26.2384,9.46737
Rajshahi,2020,7,0,33.836,26.9178,13.7188
Rajshahi,2020,8,0,34.4539,27.1913,4.58853
Rajshahi,2020,9,0,34.0524,26.7664,7.17166
Rajshahi,2020,10,0,33.5797,25.0191,3.09985
Rajshahi,2020,11,0,30.2202,17.3204,3.71113E-05
Rajshahi,2020,12,0,25.1764,13.3917,0
Rajshahi,2021,1,0,24.0533,11.427,0.00178363
Rajshahi,2021,2,0,29.0578,12.8841,0.00295118
Rajshahi,2021,3,0,34.5309,19.2667,2.04422E-08
Rajshahi,2021,4,0,37.479,22.8396,0.638313
Rajshahi,2021,5,0,34.6153,24.3969,6.36274
Rajshahi,2021,6,0,34.1303,25.9928,8.03935
Rajshahi,2021,7,0,34.1869,26.5486,7.39022
Rajshahi,2021,8,0,33.947,26.542,17.3257
Rajshahi,2021,9,0,34.0623,26.2287,4.88059
Rajshahi,2021,10,0,33.18,24.4853,3.74796
Rajshahi,2021,11,0,29.4014,17.3267,0.0343543
Rajshahi,2021,12,0,26.3239,14.2189,0.0484889
Rajbari,2019,1,0,26.4041,11.7679,0
Rajbari,2019,2,0,27.9362,14.4354,3.70778
Rajbari,2019,3,0,31.8693,19.6148,0.604177
Rajbari,2019,4,0,34.1305,22.9724,3.55734
Rajbari,2019,5,0,35,25.3558,4.96342
Rajbari,2019,6,0,34.1881,25.9078,3.89232
Rajbari,2019,7,10,33.5312,26.0922,8.50735
Rajbari,2019,8,295,33.434,26.2095,5.59326
Rajbari,2019,9,79,32.9148,25.7093,4.60211
Rajbari,2019,10,46,31.9184,23.1132,3.74856
Rajbari,2019,11,11,30.3374,19.6268,0.492087
Rajbari,2019,12,0,24.6812,13.8723,0.258887
Rajbari,2020,1,0,23.3111,12.3666,0.676446
Rajbari,2020,2,0,26.6132,13.8857,0
Rajbari,2020,3,0,31.8174,19.2152,0.83871
Rajbari,2020,4,0,33.7258,22.7601,2.4869
Rajbari,2020,5,0,32.7294,23.8645,14.5484
Rajbari,2020,6,0,33.0387,26.2477,7.97123
Rajbari,2020,7,0,32.9232,26.6917,11.1987
Rajbari,2020,8,0,32.7985,27.1106,5.17277
Rajbari,2020,9,1,32.9888,26.897,5.48802
Rajbari,2020,10,0,32.9705,26.0389,5.69298
Rajbari,2020,11,1,30.1811,19.0486,0.0152887
Rajbari,2020,12,0,25.0418,14.1039,0
Rajbari,2021,1,0,24.4482,12.9785,0.0205574
Rajbari,2021,2,0,29.1564,14.6906,0.0404691
Rajbari,2021,3,0,34.2504,21.1471,0
Rajbari,2021,4,0,35.9052,23.6569,0.425685
Rajbari,2021,5,0,33.8022,24.8835,4.71006
Rajbari,2021,6,0,32.7477,25.6649,11.0701
Rajbari,2021,7,0,32.72,26.4259,10.5986
Rajbari,2021,8,0,32.7959,26.4044,12.6883
Rajbari,2021,9,0,33.0701,26.183,4.92009
Rajbari,2021,10,0,33.1685,24.9433,3.54866
Rajbari,2021,11,0,29.24,18.0761,0.913901
Rajbari,2021,12,0,25.764,15.1225,3.9133
Rangamati,2019,1,0,27.329,12.0774,0
Rangamati,2019,2,0,29.0929,14.6964,1.26656
Rangamati,2019,3,0,32.0677,18.5903,0.695607
Rangamati,2019,4,0,34.7167,22.3667,3.13875
Rangamati,2019,5,0,34.616,25.3861,7.0225
Rangamati,2019,6,0,33.5867,25.4267,10.3607
Rangamati,2019,7,0,31.2935,24.9226,35.6897
Rangamati,2019,8,64,33.1161,25.1645,11.216
Rangamati,2019,9,29,33.1233,24.8567,9.50449
Rangamati,2019,10,3,32.6903,24.0258,5.50409
Rangamati,2019,11,0,30.4633,20.28,4.75384
Rangamati,2019,12,0,26.2,14.4226,0.1614
Rangamati,2020,1,0,25.2466,13.6679,1.65816
Rangamati,2020,2,0,27.9769,13.2888,0.310345
Rangamati,2020,3,0,33.0721,18.0461,0
Rangamati,2020,4,0,34.5662,21.8034,5.13293
Rangamati,2020,5,0,33.5503,24.1052,18.5161
Rangamati,2020,6,0,32.8066,25.255,11.6033
Rangamati,2020,7,0,32.102,25.5215,15.2256
Rangamati,2020,8,0,32.431,25.3628,6.06469
Rangamati,2020,9,0,33.0285,25.7695,9.36581
Rangamati,2020,10,0,33.6897,25.5954,10.0134
Rangamati,2020,11,0,30.2902,19.69,0.933075
Rangamati,2020,12,0,26.8146,14.6951,0
Rangamati,2021,1,0,27.8649,13.2123,0
Rangamati,2021,2,0,30.1175,13.6821,0.0012882
Rangamati,2021,3,0,34.9358,20.0756,2.7592E-07
Rangamati,2021,4,0,36.3009,23.8105,1.09104
Rangamati,2021,5,0,35.5635,24.7979,3.91968
Rangamati,2021,6,0,31.4704,24.9928,14.8733
Rangamati,2021,7,0,31.9879,25.0882,16.6769
Rangamati,2021,8,0,31.5565,25.0819,18.5821
Rangamati,2021,9,0,33.5184,25.0245,7.39097
Rangamati,2021,10,0,33.1485,24.7738,4.68125
Rangamati,2021,11,0,29.9988,19.4467,6.86698E-06
Rangamati,2021,12,0,26.7713,15.7654,2.3916
Rangpur,2019,1,0,25.6968,11.5613,0
Rangpur,2019,2,0,26.35,14.45,1.00714
Rangpur,2019,3,0,30.2226,17.329,1.03547
Rangpur,2019,4,0,31.0967,21.6867,3.70296
Rangpur,2019,5,0,32.1548,23.3194,11.7774
Rangpur,2019,6,0,33.7333,25.45,8.41001
Rangpur,2019,7,17,32.8097,26.4194,19.755
Rangpur,2019,8,641,34.1677,27.3129,6.56769
Rangpur,2019,9,105,31.5867,25.84,18.8199
Rangpur,2019,10,54,30.6903,23.1065,4.03547
Rangpur,2019,11,25,29.9633,19.47,0.00667221
Rangpur,2019,12,5,23.5484,12.7323,0
Rangpur,2020,1,0,22.1835,11.9144,0.201037
Rangpur,2020,2,0,26.05,13.2256,0.0344828
Rangpur,2020,3,0,29.874,17.8244,0.870968
Rangpur,2020,4,0,31.3914,20.9278,6.33916
Rangpur,2020,5,0,31.5851,29.5965,34.7742
Rangpur,2020,6,0,32.9801,26.0646,10.5369
Rangpur,2020,7,0,32.0031,26.2062,25.7461
Rangpur,2020,8,0,33.16,27.0503,5.58707
Rangpur,2020,9,0,31.4949,25.9995,34.5667
Rangpur,2020,10,0,33.0854,24.8274,3.81613
Rangpur,2020,11,0,29.4768,17.8665,2.61011E-13
Rangpur,2020,12,0,25.1319,13.7613,0
Rangpur,2021,1,0,22.6687,12.2113,2.58709E-06
Rangpur,2021,2,0,28.1197,13.9297,0.00319972
Rangpur,2021,3,0,31.2411,18.9833,0.299928
Rangpur,2021,4,0,33.3656,22.213,1.82289
Rangpur,2021,5,0,31.8166,23.9205,10.1085
Rangpur,2021,6,0,32.7105,26.0763,8.05203
Rangpur,2021,7,0,33.2267,26.8373,5.70953
Rangpur,2021,8,0,32.9866,26.3638,14.5068
Rangpur,2021,9,0,33.6868,26.1578,6.56982
Rangpur,2021,10,0,32.3827,24.3565,12.4004
Rangpur,2021,11,0,29.5553,17.6147,2.14965E-05
Rangpur,2021,12,0,26.8,14.4882,0.16379
Sunamganj,2019,1,0,26.7348,12.4375,0
Sunamganj,2019,2,0,27.2574,14.7348,1.58102
Sunamganj,2019,3,0,29.8862,17.7433,2.27627
Sunamganj,2019,4,0,31.6584,21.0685,5.88889
Sunamganj,2019,5,0,31.7493,22.1248,20.7458
Sunamganj,2019,6,0,32.0294,24.7258,22.5012
Sunamganj,2019,7,0,31.5753,25.3723,21.7844
Sunamganj,2019,8,31,33.4233,25.9014,11.8502
Sunamganj,2019,9,6,32.1588,25.2131,10.9764
Sunamganj,2019,10,3,30.6744,22.715,6.80929
Sunamganj,2019,11,0,29.2708,18.9095,0.262721
Sunamganj,2019,12,0,24.6959,13.5423,0.0564549
Sunamganj,2020,1,0,23.2661,12.3578,0.473327
Sunamganj,2020,2,0,26.8365,13.7549,0.0344828
Sunamganj,2020,3,0,30.8381,17.7201,0.774194
Sunamganj,2020,4,0,31.9272,20.3097,3.65259
Sunamganj,2020,5,0,31.2928,22.5657,19.0323
Sunamganj,2020,6,0,31.7385,24.8159,21.1942
Sunamganj,2020,7,0,31.1388,25.2306,32.2895
Sunamganj,2020,8,0,32.5908,25.656,14.4792
Sunamganj,2020,9,0,31.3944,25.1792,8.13293
Sunamganj,2020,10,0,32.0889,24.2876,8.1621
Sunamganj,2020,11,0,29.7175,17.7649,0.0124732
Sunamganj,2020,12,0,25.7685,14.8249,0.0325373
Sunamganj,2021,1,0,24.8003,12.6837,0.0381767
Sunamganj,2021,2,0,28.5929,14.0333,0.129484
Sunamganj,2021,3,0,32.4723,18.4421,1.86164
Sunamganj,2021,4,0,33.9024,21.1887,4.26632
Sunamganj,2021,5,0,32.8919,23.1723,9.30017
Sunamganj,2021,6,0,31.4508,24.5858,25.6651
Sunamganj,2021,7,0,32.0265,25.421,22.3322
Sunamganj,2021,8,0,31.2353,25.1256,26.5812
Sunamganj,2021,9,0,33.5732,25.1201,11.5586
Sunamganj,2021,10,0,32.3887,23.7088,8.71598
Sunamganj,2021,11,0,29.1493,16.7688,0.0373828
Sunamganj,2021,12,0,25.9138,14.3162,0.137616
Sherpur,2019,1,0,26.2498,11.9481,0
Sherpur,2019,2,0,26.8317,15.1652,0.92737
Sherpur,2019,3,0,29.8696,18.4035,1.91514
Sherpur,2019,4,0,31.5897,22.0351,3.01349
Sherpur,2019,5,0,32.253,23.6493,14.3415
Sherpur,2019,6,0,32.3775,25.9977,10.4952
Sherpur,2019,7,4,32.2782,26.4565,19.8995
Sherpur,2019,8,117,33.5653,27.2015,5.46769
Sherpur,2019,9,25,32.0918,26.0812,7.88382
Sherpur,2019,10,4,30.9243,23.0865,5.89281
Sherpur,2019,11,3,29.849,19.1204,0.210081
Sherpur,2019,12,0,24.1332,13.0814,0.0750524
Sherpur,2020,1,1,23.1604,12.3094,0.448
Sherpur,2020,2,0,26.69,13.9238,0.0344828
Sherpur,2020,3,0,30.595,18.3526,0
Sherpur,2020,4,0,32.0066,21.4406,2.90452
Sherpur,2020,5,0,31.9359,23.4499,14.7742
Sherpur,2020,6,0,32.4731,25.8072,14.412
Sherpur,2020,7,0,31.8493,26.3098,19.836
Sherpur,2020,8,0,33.1773,26.7125,6.16632
Sherpur,2020,9,0,32.1069,26.1881,7.41071
Sherpur,2020,10,0,32.729,25.3257,7.20617
Sherpur,2020,11,0,30.0697,17.8739,0.0287475
Sherpur,2020,12,0,25.3331,13.7204,0.037386
Sherpur,2021,1,0,24.1801,12.418,0.0322758
Sherpur,2021,2,0,28.5923,14.5347,0.159468
Sherpur,2021,3,0,32.5211,19.7175,0.43951
Sherpur,2021,4,0,34.3879,22.7115,1.75173
Sherpur,2021,5,0,33.1702,23.7326,10.6289
Sherpur,2021,6,0,32.1072,25.6449,15.8804
Sherpur,2021,7,0,32.3926,26.3141,8.50638
Sherpur,2021,8,0,31.9213,26.1777,15.2967
Sherpur,2021,9,0,33.4804,26.0177,4.35348
Sherpur,2021,10,0,32.7408,24.4182,6.61368
Sherpur,2021,11,0,29.5942,17.2226,0.40093
Sherpur,2021,12,0,26.4073,14.4661,1.14445
Sirajganj,2019,1,0,25.7355,12.3519,0
Sirajganj,2019,2,0,27.2499,15.1542,1.81529
Sirajganj,2019,3,0,30.6146,18.8996,1.82343
Sirajganj,2019,4,0,32.7066,22.5095,2.69203
Sirajganj,2019,5,0,34.4355,24.8397,6.90943
Sirajganj,2019,6,0,34.0381,25.8979,9.24292
Sirajganj,2019,7,0,33.1425,26.4984,14.7779
Sirajganj,2019,8,546,33.7021,27.1146,5.88479
Sirajganj,2019,9,307,32.6313,26.1643,4.5055
Sirajganj,2019,10,142,31.4169,23.2485,5.45781
Sirajganj,2019,11,24,29.8256,19.3029,0.873925
Sirajganj,2019,12,1,24.0797,13.1709,0.113537
Sirajganj,2020,1,0,22.8812,12.4426,0.615699
Sirajganj,2020,2,0,26.2123,13.9826,0.137931
Sirajganj,2020,3,0,30.7356,18.8297,0.774194
Sirajganj,2020,4,0,32.5893,21.7364,3.77602
Sirajganj,2020,5,0,32.5166,23.3969,22.9032
Sirajganj,2020,6,0,33.4049,26.1421,9.38076
Sirajganj,2020,7,0,32.9104,26.6862,14.2838
Sirajganj,2020,8,0,33.654,26.9729,4.93322
Sirajganj,2020,9,0,33.3171,26.4094,6.25443
Sirajganj,2020,10,0,33.0205,25.2919,5.66404
Sirajganj,2020,11,0,30.3131,18.4162,0
Sirajganj,2020,12,0,24.7764,13.742,0.00631293
Sirajganj,2021,1,0,23.685,12.5654,0.0192432
Sirajganj,2021,2,0,28.6061,14.6052,0.0499918
Sirajganj,2021,3,0,33.2274,20.6244,0.0546621
Sirajganj,2021,4,0,35.0118,23.275,2.26862
Sirajganj,2021,5,0,33.8859,24.3304,5.78593
Sirajganj,2021,6,0,32.7785,25.6098,12.3462
Sirajganj,2021,7,0,33.0512,26.3976,6.88464
Sirajganj,2021,8,0,32.9796,26.1932,13.9852
Sirajganj,2021,9,0,33.5885,26.1166,3.55203
Sirajganj,2021,10,0,33.2627,24.3418,6.0535
Sirajganj,2021,11,0,29.7202,17.5369,0.356019
Sirajgonj,2021,12,0,26.2832,14.7388,1.36901
Shariatpur,2019,1,0,26.9538,12.5671,0
Shariatpur,2019,2,0,28.2727,15.2992,4.62748
Shariatpur,2019,3,0,31.7589,19.9297,2.68115
Shariatpur,2019,4,0,33.8992,23.2362,2.06987
Shariatpur,2019,5,0,35.0101,25.893,5.60105
Shariatpur,2019,6,0,34.2307,26.4082,6.30574
Shariatpur,2019,7,3,32.7226,26.384,9.9942
Shariatpur,2019,8,413,33.1414,26.3974,9.46089
Shariatpur,2019,9,144,32.9813,26.0703,5.65608
Shariatpur,2019,10,68,32.201,24.2219,4.9354
Shariatpur,2019,11,27,30.2675,20.0902,4.3718
Shariatpur,2019,12,21,25.3713,14.6152,0.132303
Shariatpur,2020,1,0,24.1646,13.286,0.935661
Shariatpur,2020,2,0,27.5933,14.4131,0.0344828
Shariatpur,2020,3,0,32.3211,19.6854,0.548387
Shariatpur,2020,4,0,33.6491,22.9126,7.79651
Shariatpur,2020,5,0,33.5932,24.583,9.03226
Shariatpur,2020,6,0,33.0807,26.4245,8.84203
Shariatpur,2020,7,0,33.0057,26.723,8.99681
Shariatpur,2020,8,0,32.5275,26.8231,10.5102
Shariatpur,2020,9,0,33.2476,26.7625,7.91866
Shariatpur,2020,10,1,33.1052,25.7457,6.71646
Shariatpur,2020,11,3,30.5644,19.5859,0.370057
Shariatpur,2020,12,4,26.0242,14.6194,0
Shariatpur,2021,1,0,25.6036,13.6828,0.0284079
Shariatpur,2021,2,0,29.1068,15.2518,0.118687
Shariatpur,2021,3,0,33.9246,22.1079,0.00290291
Shariatpur,2021,4,0,35.5721,24.5338,0.203793
Shariatpur,2021,5,0,34.8701,25.4119,4.7992
Shariatpur,2021,6,0,32.121,25.7896,14.3159
Shariatpur,2021,7,0,32.7129,26.5498,11.0276
Shariatpur,2021,8,0,32.7833,26.6917,8.39696
Shariatpur,2021,9,0,33.0063,26.2182,5.83675
Shariatpur,2021,10,0,33.2186,25.2154,4.61641
Shariatpur,2021,11,0,29.7602,18.8085,0.723543
Shariatpur,2021,12,0,26.1402,15.8567,3.49611
Satkhira,2019,1,0,26.2677,11.0774,0
Satkhira,2019,2,0,28.3857,14.975,4.6465
Satkhira,2019,3,0,31.6484,20.1677,3.51934
Satkhira,2019,4,0,34.3067,24.1967,2.40002
Satkhira,2019,5,0,35.771,26.6581,3.74841
Satkhira,2019,6,0,34.77,27.1167,7.40665
Satkhira,2019,7,5,34.0355,27.2484,4.65804
Satkhira,2019,8,416,33.1032,26.3871,18.3032
Satkhira,2019,9,357,33.1685,26.3867,7.80336
Satkhira,2019,10,124,32.3387,24.571,2.18301
Satkhira,2019,11,35,30.0867,20.0667,5.73336
Satkhira,2019,12,13,25.1323,14.7516,0.354838
Satkhira,2020,1,0,24.3686,13.4076,1.0978
Satkhira,2020,2,0,27.0668,14.7628,0
Satkhira,2020,3,0,31.944,20.1169,2.6129
Satkhira,2020,4,0,34.3582,23.8639,0.770037
Satkhira,2020,5,0,33.936,24.9483,16.4839
Satkhira,2020,6,0,33.523,26.9688,8.9667
Satkhira,2020,7,0,33.4194,27.3763,8.59483
Satkhira,2020,8,0,32.7839,27.3349,13.6549
Satkhira,2020,9,0,33.1402,27.2293,2.63685
Satkhira,2020,10,0,33.1222,26.0927,2.13229
Satkhira,2020,11,0,30.0833,19.6772,0.169986
Satkhira,2020,12,0,25.7778,14.3749,0
